GID	GENE_NAME	TYPE	ASPGD_ID	DESCRIPTION	KEGG_ID	NCBI_ID
AN0159	AN0159	ORF|Uncharacterized	ASPL0000056410	Ortholog of A. fumigatus Af293 : Afu5g11420, A. niger CBS 513.88 : An18g04550, A. oryzae RIB40 : AO090026000696, Aspergillus wentii : Aspwe1_0442980 and Aspergillus sydowii : Aspsy1_0054986	AN0159.2	2875935
AN0160	AN0160	ORF|Uncharacterized	ASPL0000051809	Has domain(s) with predicted hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds activity and role in carbohydrate metabolic process	AN0160.2	2875934
AN0161	AN0161	ORF|Uncharacterized	ASPL0000054763	Has domain(s) with predicted role in mRNA 3'-end processing	AN0161.2	2875940
AN0162	AN0162	ORF|Uncharacterized	ASPL0000057939	Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity and role in regulation of transcription, DNA-templated	AN0162.2	2875939
AN0163	AN0163	ORF|Uncharacterized	ASPL0000061086	Ortholog(s) have Rho GDP-dissociation inhibitor activity	AN0163.2	2875937
AN0164	ppg1A	ORF|Uncharacterized	ASPL0000052828	Protein phosphatase; reduced growth on AVICEL medium and reduced eglA and eglB expression	AN0164.2	2875938
AN0165	AN0165	ORF|Uncharacterized	ASPL0000055849	Ortholog(s) have role in Golgi to vacuole transport, protein targeting to vacuole and AP-3 adaptor complex localization	AN0165.2	2875942
AN0166	AN0166	ORF|Uncharacterized	ASPL0000059049	Ortholog(s) have role in attachment of mitotic spindle microtubules to kinetochore and NMS complex, Ndc80 complex, chromosome, centromeric region, condensed nuclear chromosome kinetochore, meiotic spindle pole body localization	AN0166.2	2875944
AN0167	AN0167	ORF|Uncharacterized	ASPL0000062257	Ortholog(s) have enzyme regulator activity, guanyl-nucleotide exchange factor activity, translation initiation factor activity	AN0167.2	2875943
AN0168	AN0168	ORF|Uncharacterized	ASPL0000053856	Ortholog of A. fumigatus Af293 : Afu5g11330, A. niger CBS 513.88 : An01g02510, A. oryzae RIB40 : AO090026000707, Aspergillus wentii : Aspwe1_0075145 and Aspergillus sydowii : Aspsy1_0027709	AN0168.2	2875941
AN0169	AN0169	ORF|Uncharacterized	ASPL0000056934	Protein of unknown function	AN0169.2	2875945
AN0170	trxA	ORF|Verified	ASPL0000052272	Thioredoxin; predicted role in cell redox homeostasis; required for conidiation; expression upregulated after exposure to farnesol	AN0170.2	2875947
AN0171	AN0171	ORF|Uncharacterized	ASPL0000055277	Ortholog of A. nidulans FGSC A4 : AN7523, A. niger CBS 513.88 : An18g01570, A. oryzae RIB40 : AO090010000737, Aspergillus wentii : Aspwe1_0140822, Aspwe1_0151946 and Aspergillus sydowii : Aspsy1_0085753	AN0171.2	2875949
AN0172	AN0172	ORF|Uncharacterized	ASPL0000058502	Ortholog of A. fumigatus Af293 : Afu5g11310, A. niger CBS 513.88 : An01g02460, A. oryzae RIB40 : AO090026000711, Aspergillus wentii : Aspwe1_0442534 and Aspergillus sydowii : Aspsy1_0027712	AN0172.2	2875948
AN0173	AN0173	ORF|Uncharacterized	ASPL0000061651	Ortholog of A. niger CBS 513.88 : An01g02440, A. oryzae RIB40 : AO090026000850, Aspergillus wentii : Aspwe1_0442639, Aspergillus sydowii : Aspsy1_0027713 and Aspergillus terreus NIH2624 : ATET_07718	AN0173.2	2875955
AN0174	AN0174	ORF|Uncharacterized	ASPL0000053335	Ortholog(s) have D-amino-acid oxidase activity and role in D-alanine metabolic process, D-amino acid metabolic process, D-valine metabolic process	AN0174.2	2875951
AN0176	sreA	ORF|Verified	ASPL0000059567	Predicted GATA transcription factor involved in iron uptake, acts as a repressor of siderophore biosynthesis under high-iron conditions; mutants accumulate increased amounts of iron	AN0176.2	2875952
AN0177	AN0177	ORF|Uncharacterized	ASPL0000062724	Protein of unknown function	AN0177.2	2875950
AN0178	AN0178	ORF|Uncharacterized	ASPL0000054381	Protein of unknown function	AN0178.2	2875956
AN0179	AN0179	ORF|Verified	ASPL0000057537	Putative oxidoreductase; protein induced by farnesol	AN0179.2	2875960
AN0180	AN0180	ORF|Uncharacterized	ASPL0000052820	Putative enoyl-coA hydratase with a role in acetyl coA and lipid metabolism; transcript is induced by nitrate	AN0180.2	2875957
AN0181	AN0181	ORF|Uncharacterized	ASPL0000055823	Ortholog of Aspergillus versicolor : Aspve1_0035530	AN0181.2	2875954
AN0182	rasA	ORF|Verified	ASPL0000059035	Small monomeric GTPase of the Ras superfamily involved in regulation of development; involved in conidiophore formation and conidial germination	AN0182.2	2875958
AN0183	AN0183	ORF|Uncharacterized	ASPL0000062221	Putative molybdopterin binding domain protein	AN0183.2	2875953
AN0184	AN0184	ORF|Uncharacterized	ASPL0000053842	Ortholog(s) have Arp2/3 complex binding activity, role in actin cortical patch assembly, actin filament debranching, negative regulation of Arp2/3 complex-mediated actin nucleation and actin cortical patch, cytoplasm localization	AN0184.2	2875962
AN0186	vapA	ORF|Verified	ASPL0000060104	Component of the plasma membrane-associated VapA-VipC-VapB methyltransferase complex that controls differentiation; contains three FYVE-like zinc finger domains	AN0186.2	2875964
AN0187	AN0187	ORF|Uncharacterized	ASPL0000051972	Protein of unknown function	AN0187.2	2875959
AN0189	AN0189	ORF|Uncharacterized	ASPL0000058130	Ortholog(s) have role in endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), endonucleolytic cleavage involved in tRNA processing	AN0189.2	2875961
AN0190	AN0190	ORF|Uncharacterized	ASPL0000053325	Putative tRNA splicing endonuclease subunit; transcript repressed by light in developmentally competent mycelia	AN0190.2	2875967
AN0191	AN0191	ORF|Uncharacterized	ASPL0000056386	Ortholog(s) have ATPase activity, tRNA binding activity	AN0191.2	2875969
AN0192	AN0192	ORF|Uncharacterized	ASPL0000059551	Putative RNA polymerase subunit 8; S. cerevisiae ortholog Rpb8p has DNA-directed RNA polymerase activity; expression reduced after exposure to farnesol	AN0192.2	2875966
AN0193	AN0193	ORF|Uncharacterized	ASPL0000062708	Ortholog(s) have 8-oxo-dGDP phosphatase activity	AN0193.2	2875972
AN0194	lacC	ORF|Uncharacterized	ASPL0000054365	Putative beta-galactosidase	AN0194.2	2875965
AN0195	AN0195	ORF|Uncharacterized	ASPL0000057521	Ortholog of A. nidulans FGSC A4 : AN8020, A. fumigatus Af293 : Afu5g02380, A. niger CBS 513.88 : An03g04900, An02g10420 and A. oryzae RIB40 : AO090001000067, AO090102000350	AN0195.2	2875973
AN0196	AN0196	ORF|Uncharacterized	ASPL0000060667	Ortholog of A. fumigatus Af293 : Afu5g14200, Afu6g13810, Afu7g05110, Afu8g01720, A. niger CBS 513.88 : An13g02610, An15g02090, An04g09640 and A. oryzae RIB40 : AO090003001444	AN0196.2	2875974
AN0197	AN0197	ORF|Uncharacterized	ASPL0000052431	Has domain(s) with predicted DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization	AN0197.2	2875975
AN0198	AN0198	ORF|Uncharacterized	ASPL0000055463	Ortholog of A. fumigatus Af293 : Afu5g14750, A. niger CBS 513.88 : An14g07220, Aspergillus wentii : Aspwe1_0043650, Aspwe1_0044769 and Aspergillus sydowii : Aspsy1_0040680	AN0198.2	2875976
AN0200	AN0200	ORF|Uncharacterized	ASPL0000054958	Ortholog of A. fumigatus Af293 : Afu4g03700, Afu5g11090, A. niger CBS 513.88 : An14g01450, An01g02170, A. oryzae RIB40 : AO090011000307 and Aspergillus wentii : Aspwe1_0038807	AN0200.2	2875970
AN0201	AN0201	ORF|Uncharacterized	ASPL0000058170	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	AN0201.2	2875979
AN0202	arcA	ORF|Verified	ASPL0000061328	Putative zinc-finger transcription factor of the Zn(II)2Cys6 type involved in regulation of arginine catabolism; acts as a transcriptional activator of arginase (agaA) and ornithine transaminase (otaA) genes	AN0202.2	2875978
AN0203	AN0203	ORF|Uncharacterized	ASPL0000053053	Ortholog(s) have role in chromatin remodeling and ASTRA complex localization	AN0203.2	2875982
AN0204	AN0204	ORF|Uncharacterized	ASPL0000056064	Has domain(s) with predicted ATP binding, ATP-dependent helicase activity, helicase activity, nucleic acid binding activity	AN0204.2	2875981
AN0205	pantoA	ORF|Uncharacterized	ASPL0000059258	Putative pantoate-beta-alanine ligase with a predicted role in Coenzyme A and pantothenate biosynthesis	AN0205.2	2875980
AN0206	AN0206	ORF|Uncharacterized	ASPL0000062419	Has domain(s) with predicted transferase activity, transferring acyl groups activity and role in metabolic process	AN0206.2	2875983
AN0207	AN0207	ORF|Uncharacterized	ASPL0000054080	Ortholog of A. niger CBS 513.88 : An18g01950, A. oryzae RIB40 : AO090026000748, Aspergillus wentii : Aspwe1_0182037 and Aspergillus versicolor : Aspve1_0120084, Aspve1_0887697	AN0207.2	2875984
AN0208	AN0208	ORF|Uncharacterized	ASPL0000057162	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	AN0208.2	2875985
AN0209	mepB	ORF|Uncharacterized	ASPL0000060347	High-affinity ammonium transporter expressed in response to complete nitrogen starvation; null has wild-type level of ammonium uptake	AN0209.2	2875977
AN0210	AN0210	ORF|Uncharacterized	ASPL0000055519	Ortholog(s) have ATPase activity, GTPase activity, adenosine-diphosphatase activity, cytidine diphosphatase activity, guanosine-diphosphatase activity and nucleoside-diphosphatase activity, more	AN0210.2	2875989
AN0211	AN0211	ORF|Uncharacterized	ASPL0000058715	Ortholog(s) have U2 snRNP, post-mRNA release spliceosomal complex, spliceosomal complex localization	AN0211.2	2875987
AN0212	AN0212	ORF|Uncharacterized	ASPL0000061873	Ortholog(s) have extracellular region localization	AN0212.2	2875988
AN0213	AN0213	ORF|Uncharacterized	ASPL0000053544	Ortholog of A. fumigatus Af293 : Afu5g10950, A. niger CBS 513.88 : An14g02320, A. oryzae RIB40 : AO090010000435, Aspergillus wentii : Aspwe1_0440942 and Aspergillus sydowii : Aspsy1_0085799	AN0213.2	2875993
AN0214	AN0214	ORF|Uncharacterized	ASPL0000056619	Protein of unknown function	AN0214.2	2875991
AN0215	AN0215	ORF|Uncharacterized	ASPL0000059758	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	AN0215.2	2875986
AN0216	AN0216	ORF|Uncharacterized	ASPL0000062932	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN0216.2	2875990
AN0217	AN0217	ORF|Uncharacterized	ASPL0000054591	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization	AN0217.2	2875994
AN0218	AN0218	ORF|Uncharacterized	ASPL0000057757	Has domain(s) with predicted role in anion transport and integral component of membrane localization	AN0218.2	2875992
AN0219	AN0219	ORF|Uncharacterized	ASPL0000060906	Ortholog of A. niger CBS 513.88 : An01g01800, A. oryzae RIB40 : AO090023000623, Neosartorya fischeri NRRL 181 : NFIA_106990, Aspergillus wentii : Aspwe1_0056140 and Aspergillus versicolor : Aspve1_0121031	AN0219.2	2875996
AN0220	AN0220	ORF|Uncharacterized	ASPL0000056046	Protein of unknown function	AN0220.2	2875997
AN0221	AN0221	ORF|Uncharacterized	ASPL0000059234	Putative chitinase; glycoside hydrolase family 18 (GH18) protein with a predicted role in chitin hydrolysis	AN0221.2	2875998
AN0223	AN0223	ORF|Uncharacterized	ASPL0000054054	Has domain(s) with predicted DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of transcription, DNA-templated	AN0223.2	2875999
AN0224	AN0224	ORF|Uncharacterized	ASPL0000057156	Has domain(s) with predicted dipeptidase activity, dipeptidyl-peptidase activity, metalloexopeptidase activity and role in proteolysis	AN0224.2	2876001
AN0225	AN0225	ORF|Uncharacterized	ASPL0000060343	Ortholog(s) have bile acid-exporting ATPase activity, role in bile acid and bile salt transport and fungal-type vacuole localization	AN0225.2	2876004
AN0226	AN0226	ORF|Uncharacterized	ASPL0000052136	Ortholog(s) have protein homodimerization activity, ubiquitin protein ligase activity, ubiquitin-protein transferase activity	AN0226.2	2876002
AN0227	AN0227	ORF|Uncharacterized	ASPL0000055132	Ortholog of A. fumigatus Af293 : Afu3g12020, Afu5g10910, Afu4g06275, A. niger CBS 513.88 : An14g03700, An04g00590, An02g07840 and A. oryzae RIB40 : AO090010000440, AO090023000963	AN0227.2	2876000
AN0228	AN0228	ORF|Uncharacterized	ASPL0000058337	Ortholog(s) have 3'-5' DNA/RNA helicase activity, ATP-dependent 3'-5' DNA helicase activity, ATP-dependent DNA helicase activity, ATP-dependent four-way junction helicase activity and ATPase activity, more	AN0228.2	2876006
AN0229	AN0229	ORF|Uncharacterized	ASPL0000061513	Ortholog(s) have role in Golgi to plasma membrane transport and membrane localization	AN0229.2	2876007
AN0230	AN0230	ORF|Uncharacterized	ASPL0000056605	Ortholog of Neosartorya fischeri NRRL 181 : NFIA_102580, Aspergillus wentii : Aspwe1_0182725, Aspergillus versicolor : Aspve1_0035599 and Aspergillus zonatus : Aspzo1_0019331	AN0230.2	2876003
AN0231	ivoB	ORF|Verified	ASPL0000059736	Conidiophore-specific phenol oxidase; mutant conidiophores, metulae and phialides lack pigmentation; ivoB mutants accumulate the substrate N-acetyl-6-hydroxytryptophan (AHT); repressed by light in developmentally competent mycelia	AN0231.2	2876009
AN0232	ureD	ORF|Verified	ASPL0000062920	Nickel-binding protein involved in utilization of urea as a nitrogen source	AN0232.2	2876005
AN0233	AN0233	ORF|Uncharacterized	ASPL0000054571	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization	AN0233.2	2876011
AN0234	AN0234	ORF|Uncharacterized	ASPL0000057751	Has domain(s) with predicted hydrolase activity	AN0234.2	2876014
AN0235	ireA	ORF|Uncharacterized	ASPL0000060900	Putative serine-threonine kinase with a predicted role in the endoplasmic reticulum (ER) unfolded protein response (UPR); ortholog of S. cerevisiae Ire1p; mutants are inviable and produce swollen hyphae	AN0235.2	2876015
AN0237	AN0237	ORF|Uncharacterized	ASPL0000055680	Ortholog(s) have role in maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) and nucleolus localization	AN0237.2	2876013
AN0239	AN0239	ORF|Uncharacterized	ASPL0000062051	Ortholog(s) have role in regulation of vacuole organization	AN0239.2	2876010
AN0240	pppA	ORF|Verified	ASPL0000057148	Putative transaldolase with a predicted role in the pentose-phosphate shunt; intracellular, menadione stress-induced protein; protein induced by farnesol	AN0240.2	2876017
AN0241	sodA	ORF|Verified	ASPL0000060319	Cu/Zn-superoxide dismutase; induced under iron starvation and repressed under copper starvation	AN0241.2	2876018
AN0242	AN0242	ORF|Uncharacterized	ASPL0000052132	Has domain(s) with predicted nucleic acid binding activity	AN0242.2	2876024
AN0243	AN0243	ORF|Uncharacterized	ASPL0000055124	Putative phosphatidylinositol transfer protein	AN0243.2	2876021
AN0244	vps8	ORF|Uncharacterized	ASPL0000058331	Putative vacuolar assembly protein with a predicted role in late endosome to vacuole transport via the multivesicular body sorting pathway; locus contains the conserved upstream open reading frame (uORF) AN0244-uORF	AN0244.2	2876023
AN0244-uORF	AN0244-uORF	uORF|Verified	ASPL0000360847	Conserved upstream open reading frame (uORF) that mediates repression of an AN0244 (vps8) protein reporter in vitro		
AN0245	AN0245	ORF|Uncharacterized	ASPL0000061509	Putative glucanase with a predicted role beta-glucan hydrolysis	AN0245.2	2876020
AN0246	AN0246	ORF|Uncharacterized	ASPL0000053202	Ortholog of A. fumigatus Af293 : Afu1g05300, A. niger CBS 513.88 : An01g04570, A. oryzae RIB40 : AO090003000826, Aspergillus wentii : Aspwe1_0049630 and Aspergillus sydowii : Aspsy1_0142918	AN0246.2	2876012
AN0247	AN0247	ORF|Uncharacterized	ASPL0000056220	Ortholog(s) have rRNA cytidine N-acetyltransferase activity, role in rRNA acetylation involved in maturation of SSU-rRNA, ribosomal small subunit biogenesis and preribosome, small subunit precursor localization	AN0247.2	2876022
AN0248	pdiB	ORF|Uncharacterized	ASPL0000059397	Putative protein disulfide isomerase; pdiB mRNA levels increase in the presence of farnesol	AN0248.2	2876026
AN0249	AN0249	ORF|Uncharacterized	ASPL0000062551	Putative F-box protein	AN0249.2	2876028
AN0250	xtrD	ORF|Verified	ASPL0000057725	Xylose transporter; transcriptionally induced by growth on xylose	AN0250.2	2876030
AN0251	AN0251	ORF|Uncharacterized	ASPL0000060892	Ortholog of A. fumigatus Af293 : Afu1g03520, A. niger CBS 513.88 : An01g04620, A. oryzae RIB40 : AO090005000747, Neosartorya fischeri NRRL 181 : NFIA_021140 and Aspergillus wentii : Aspwe1_0181100	AN0251.2	2876029
AN0252	AN0252	ORF|Uncharacterized	ASPL0000052676	Putative F1F0-ATPase complex gamma subunit with a predicted role in energy metabolism; expression reduced after exposure to farnesol	AN0252.2	2876025
AN0253	top1	ORF|Verified	ASPL0000055668	Putative DNA topoisomerase I; transcript upregulated in response to camptothecin	AN0253.2	2876031
