trans_id	gene_id	locus	Prod_name	Pfam	KeggEC	GO	KeggPathways	sigP3	sigP4	TmHMM	TopKeggBlast
B9J08_000096T0	B9J08_000096	B9J08_000096	 name="hypothetical protein" 	PF00172.13|Zn_clus[Fungal Zn(2)-Cys(6) binuclear cluster domain]	.	GO:0006357;GO:0000981;GO:0005634;GO:0008270	.	.	.	.	.
B9J08_000097T0	B9J08_000097	B9J08_000097	 name="hypothetical protein" 	PF07942.7|N2227[N2227-like protein]	.	.	.	.	.	.	.
B9J08_000098T0	B9J08_000098	B9J08_000098	 name="hypothetical protein" 	PF01926.18|MMR_HSR1[50S ribosome-binding GTPase];PF08477.8|Miro[Miro-like protein];PF00009.22|GTP_EFTU[Elongation factor Tu GTP binding domain];PF04670.7|Gtr1_RagA[Gtr1/RagA G protein conserved region];PF00025.16|Arf[ADP-ribosylation factor family];PF00071.17|Ras[Ras family]	.	GO:0032511;GO:0007038;GO:0036180;GO:0036010;GO:0005770;GO:0006895;GO:0005741;GO:0003924;GO:0036258;GO:0006623;GO:0007264;GO:0005829;GO:0006897;GO:0000011;GO:0005525;GO:0009405	.	.	.	.	.
B9J08_000099T0	B9J08_000099	B9J08_000099	 name="hypothetical protein" 	PF00497.15|SBP_bac_3[Bacterial extracellular solute-binding proteins, family 3];PF09084.6|NMT1[NMT1/THI5 like]	.	GO:0097311	.	.	.	.	.
B9J08_000100T0	B9J08_000100	B9J08_000100	 name="hypothetical protein" 	PF00102.22|Y_phosphatase[Protein-tyrosine phosphatase]	.	EC:3.1.3.48;GO:0035335;GO:0004725	.	.	.	.	.
B9J08_000101T0	B9J08_000101	B9J08_000101	 name="hypothetical protein" 	PF00013.24|KH_1[KH domain];PF13014.1|KH_3[KH domain]	.	GO:0003723	.	.	.	.	.
B9J08_000102T0	B9J08_000102	B9J08_000102	 name="heat shock protein SSB1" 	PF00012.15|HSP70[Hsp70 protein];PF06723.8|MreB_Mbl[MreB/Mbl protein]	.	GO:0044416;GO:0009986;GO:0005524;GO:0030445;GO:0005829;GO:0044182;GO:0006412;GO:0005886	ko04144[Endocytosis];ko04010[MAPK signaling pathway];ko05162[Measles];ko04141[Protein processing in endoplasmic reticulum];ko04612[Antigen processing and presentation];ko05145[Toxoplasmosis]	.	.	.	.
B9J08_000103T0	B9J08_000103	B9J08_000103	 name="hypothetical protein" 	PF09202.6|Rio2_N[Rio2, N-terminal];PF01163.17|RIO1[RIO1 family]	EC:2.7.11.1[Non-specific serine/threonine protein kinase.]	GO:0046830;GO:0000462;GO:0003723;GO:0005634;GO:0005524;GO:0006468;GO:0004674;GO:0005829;EC:2.7.11	.	.	.	.	.
B9J08_000104T0	B9J08_000104	B9J08_000104	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_000105T0	B9J08_000105	B9J08_000105	 name="hypothetical protein" 	PF00293.23|NUDIX[NUDIX domain];PF05026.8|DCP2[Dcp2, box A domain]	EC:3.-.-.-[Hydrolases.]	GO:0060261;GO:0034063;GO:0003729;GO:0005634;GO:0050072;GO:0031087;GO:0000290;GO:0000932;EC:3.6.1.30;GO:0003682;GO:0030145	.	.	.	.	.
B9J08_000106T0	B9J08_000106	B9J08_000106	 name="hypothetical protein" 	PF05176.9|ATP-synt_10[ATP10 protein]	.	GO:0033615;GO:0051082;GO:0005743;GO:0032592	.	.	.	.	.
B9J08_000107T0	B9J08_000107	B9J08_000107	 name="40S ribosomal protein S20" 	TIGR01046[S10_Arc_S20_Euk: ribosomal protein S10];PF00338.17|Ribosomal_S10[Ribosomal protein S10p/S20e]	.	GO:0030446;GO:0000462;GO:0003723;GO:0030445;GO:0006412;GO:0003735;GO:0022627	.	.	.	.	.
B9J08_000108T0	B9J08_000108	B9J08_000108	 name="hypothetical protein" 	PF00481.16|PP2C[Protein phosphatase 2C]	.	GO:0035690;GO:0005758;GO:0004722;GO:0046872;GO:0016021;GO:0006470;GO:0071276;GO:0043085	.	.	.	.	.
B9J08_000109T0	B9J08_000109	B9J08_000109	 name="hypothetical protein" 	PF08148.7|DSHCT[DSHCT (NUC185) domain];PF00271.26|Helicase_C[Helicase conserved C-terminal domain];PF13234.1|rRNA_proc-arch[rRNA-processing arch domain];PF00270.24|DEAD[DEAD/DEAH box helicase]	EC:3.6.4.-[Acting on acid anhydrides; involved in cellular and subcellular movement.]	GO:0003723;GO:0070481;GO:0070478;GO:0005524;GO:0003724;GO:0005829;GO:0055087	.	.	.	.	.
B9J08_000110T0	B9J08_000110	B9J08_000110	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_000111T0	B9J08_000111	B9J08_000111	 name="hypothetical protein" 	PF00004.24|AAA[ATPase family associated with various cellular activities (AAA)];PF05496.7|RuvB_N[Holliday junction DNA helicase ruvB N-terminus];PF07728.9|AAA_5[AAA domain (dynein-related subfamily)]	.	GO:0042493;GO:0005524;GO:0005829;EC:3.6.1.3;GO:0030687;GO:0042273;GO:0016887	.	.	.	.	.
B9J08_000112T0	B9J08_000112	B9J08_000112	 name="hypothetical protein" 	PF04614.7|Pex19[Pex19 protein family]	.	GO:0045033;GO:0005783;GO:0032581;GO:0032527;GO:1990415;GO:0005829;GO:0045046;GO:0050821;GO:0005778;GO:0033328	.	.	.	.	.
B9J08_000113T0	B9J08_000113	B9J08_000113	 name="SUMO-conjugating enzyme UBC9" 	PF00179.21|UQ_con[Ubiquitin-conjugating enzyme]	EC:6.3.2.19[Ubiquitin--protein ligase.]	GO:0016925;GO:0005524;GO:0000022;GO:0000794;GO:0019789;GO:0016874	ko04120[Ubiquitin mediated proteolysis]	.	.	.	.
B9J08_000114T0	B9J08_000114	B9J08_000114	 name="hypothetical protein" 	PF13671.1|AAA_33[AAA domain];PF01591.13|6PF2K[6-phosphofructo-2-kinase];PF00300.17|His_Phos_1[Histidine phosphatase superfamily (branch 1)]	EC:3.1.3.46[Fructose-2,6-bisphosphate 2-phosphatase.];EC:2.7.1.105[6-phosphofructo-2-kinase.]	EC:3.1.3.46;GO:0004331;EC:2.7.1.105;GO:0005524;GO:0006000;GO:0003873;GO:0046835;GO:0006003;GO:0016311	.	.	.	.	.
B9J08_000115T0	B9J08_000115	B9J08_000115	 name="hypothetical protein" 	PF08192.6|Peptidase_S64[Peptidase family S64]	.	GO:0004252;GO:0043200;GO:0016485;EC:3.4.21;GO:0019897	.	.	.	.	.
B9J08_000116T0	B9J08_000116	B9J08_000116	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_000117T0	B9J08_000117	B9J08_000117	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_000118T0	B9J08_000118	B9J08_000118	 name="hypothetical protein" 	.	.	GO:0005634;GO:0005829;GO:0006606;GO:0042273	.	.	.	.	.
B9J08_000119T0	B9J08_000119	B9J08_000119	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_000120T0	B9J08_000120	B9J08_000120	 name="hypothetical protein" 	PF04950.7|DUF663[Protein of unknown function (DUF663)];PF08142.7|AARP2CN[AARP2CN (NUC121) domain]	.	GO:0005730;GO:0006364;GO:0043021;GO:0005737	.	.	.	.	.
B9J08_000121T0	B9J08_000121	B9J08_000121	 name="hypothetical protein" 	PF12756.2|zf-C2H2_2[C2H2 type zinc-finger (2 copies)]	.	GO:0042273;GO:0005488	.	.	.	.	.
B9J08_000122T0	B9J08_000122	B9J08_000122	 name="hypothetical protein" 	PF00226.26|DnaJ[DnaJ domain];PF00684.14|DnaJ_CXXCXGXG[DnaJ central domain]	.	GO:0006457;GO:0046872;GO:0051082;GO:0031072	.	.	.	.	.
B9J08_000123T0	B9J08_000123	B9J08_000123	 name="hypothetical protein" 	PF12755.2|Vac14_Fab1_bd[Vacuolar 14 Fab1-binding region];PF11916.3|Vac14_Fig4_bd[Vacuolar protein 14 C-terminal Fig4p binding]	.	GO:0000329;GO:0042802;GO:0030674;GO:0033674;GO:0070772;GO:0000306;GO:0006661;GO:0043550	.	.	.	.	.
B9J08_000124T0	B9J08_000124	B9J08_000124	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_000127T0	B9J08_000127	B9J08_000127	 name="hypothetical protein" 	.	EC:1.18.1.2[Ferredoxin--NADP(+) reductase.]	GO:0006879;GO:0005759;EC:1.18.1.6;GO:0006744;GO:0050660;GO:0055114;GO:0015039;GO:0050661;EC:1.18.1.2;GO:0005743;GO:0004324	.	.	.	.	.
B9J08_000128T0	B9J08_000128	B9J08_000128	 name="hypothetical protein" 	PF01764.20|Lipase_3[Lipase (class 3)]	.	GO:0016787;GO:0006629	.	.	.	.	.
B9J08_000129T0	B9J08_000129	B9J08_000129	 name="hypothetical protein" 	PF05254.7|UPF0203[Uncharacterised protein family (UPF0203)]	.	GO:0005634;GO:0005829;GO:0005758;GO:0033108	.	.	.	.	.
B9J08_000130T0	B9J08_000130	B9J08_000130	 name="hypothetical protein" 	PF08655.5|DASH_Ask1[DASH complex subunit Ask1]	.	GO:0072686;GO:0042729;GO:0008608	.	.	.	.	.
B9J08_000131T0	B9J08_000131	B9J08_000131	 name="hypothetical protein" 	PF00412.17|LIM[LIM domain];PF00620.22|RhoGAP[RhoGAP domain]	.	GO:0007165	.	.	.	.	.
B9J08_000132T0	B9J08_000132	B9J08_000132	 name="mannan polymerase II complex ANP1 subunit" 	PF03452.9|Anp1[Anp1]	EC:2.4.1.-[Hexosyltransferases.]	GO:0097502;GO:0000009;GO:0005783;GO:0006487;GO:0000136	.	.	.	TMH:1	.
B9J08_000133T0	B9J08_000133	B9J08_000133	 name="hypothetical protein" 	PF02463.14|SMC_N[RecF/RecN/SMC N terminal domain];PF13304.1|AAA_21[AAA domain];PF06470.8|SMC_hinge[SMC proteins Flexible Hinge Domain]	.	GO:0005524;EC:3.6.1.3;GO:0005737;GO:0070058;GO:0007076;GO:0070550;GO:0005730;GO:0003682;GO:0000778;GO:1990814;GO:0000217;GO:0016887;GO:0034506;GO:0035327;GO:0003680;GO:0000790;GO:1903342;GO:0000799	.	.	.	.	.
B9J08_000134T0	B9J08_000134	B9J08_000134	 name="hypothetical protein" 	PF06398.6|Pex24p[Integral peroxisomal membrane peroxin]	.	GO:0016021;GO:0005886	.	.	.	TMH:4	.
B9J08_000135T0	B9J08_000135	B9J08_000135	 name="hypothetical protein" 	PF02840.10|Prp18[Prp18 domain]	.	GO:0071048;GO:0000350;GO:0071021;GO:0005682;GO:0046540	.	.	.	.	.
B9J08_000136T0	B9J08_000136	B9J08_000136	 name="hypothetical protein" 	PF01781.13|Ribosomal_L38e[Ribosomal L38e protein family]	.	GO:0006412;GO:0022625;GO:0003735	.	.	.	.	.
B9J08_000137T0	B9J08_000137	B9J08_000137	 name="hypothetical protein" 	PF02270.10|TFIIF_beta[Transcription initiation factor IIF, beta subunit]	EC:3.6.4.12[DNA helicase.]	GO:0000991;GO:0044732;GO:0005674;GO:0003824;GO:0006368;GO:0006413;GO:0003743;GO:0006357;GO:0001174	.	.	.	.	.
B9J08_000138T0	B9J08_000138	B9J08_000138	 name="hypothetical protein" 	PF04376.8|ATE_N[Arginine-tRNA-protein transferase, N terminus];PF04377.10|ATE_C[Arginine-tRNA-protein transferase, C terminus]	EC:2.3.2.8[Arginyltransferase.]	GO:0016598;EC:2.3.2.8;GO:0004057	.	.	.	.	.
B9J08_000139T0	B9J08_000139	B9J08_000139	 name="hypothetical protein" 	PF04991.8|LicD[LicD family]	.	.	.	.	.	TMH:1	.
B9J08_000140T0	B9J08_000140	B9J08_000140	 name="hypothetical protein" 	PF02046.10|COX6A[Cytochrome c oxidase subunit VIa]	.	GO:0004129;GO:0030234;GO:0097250;GO:0050790;GO:0009060;EC:1.9.3.1;GO:1902600;GO:0005886;GO:0005751	ko05016[Huntington's disease];ko04260[Cardiac muscle contraction];ko05010[Alzheimer's disease];ko05012[Parkinson's disease]	.	.	.	.
B9J08_000141T0	B9J08_000141	B9J08_000141	 name="protein phosphatase PP2A regulatory subunit B" 	PF00400.27|WD40[WD domain, G-beta repeat]	.	GO:0072686;GO:0031030;GO:0005829;GO:0034260;GO:0000159	ko04111[Cell cycle - yeast];ko05160[Hepatitis C];ko04530[Tight junction];ko05142[Chagas disease (American trypanosomiasis)]	.	.	.	.
B9J08_000142T0	B9J08_000142	B9J08_000142	 name="40S ribosomal protein S26-B" 	PF01283.14|Ribosomal_S26e[Ribosomal protein S26e]	.	GO:0005840;GO:0006412;GO:0003735	.	.	.	.	.
B9J08_000143T0	B9J08_000143	B9J08_000143	 name="hypothetical protein" 	PF01215.14|COX5B[Cytochrome c oxidase subunit Vb]	.	GO:1902600;GO:0006123;GO:0004129;GO:0008270;GO:0005886;EC:1.9.3.1;GO:0005751	ko05016[Huntington's disease];ko04260[Cardiac muscle contraction];ko05010[Alzheimer's disease];ko05012[Parkinson's disease]	.	.	.	.
B9J08_000144T0	B9J08_000144	B9J08_000144	 name="hypothetical protein" 	PF00389.25|2-Hacid_dh[D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain];PF03807.12|F420_oxidored[NADP oxidoreductase coenzyme F420-dependent];PF02826.14|2-Hacid_dh_C[D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain]	.	GO:0016616;GO:0051287;GO:0055114;GO:0005737	.	.	.	.	.
B9J08_000145T0	B9J08_000145	B9J08_000145	 name="hypothetical protein" 	PF03983.7|SHD1[SLA1 homology domain 1, SHD1];PF14604.1|SH3_9[Variant SH3 domain];PF07653.12|SH3_2[Variant SH3 domain];PF00018.23|SH3_1[SH3 domain]	.	GO:0016020;GO:0000147;GO:0051286;GO:0005643;GO:0030448;GO:0042802;GO:0030674;GO:0008092;GO:0032153;GO:0007015;GO:0043130;GO:0030479;GO:0005829;GO:0030427;GO:0006897	.	.	.	.	.
B9J08_000146T0	B9J08_000146	B9J08_000146	 name="hypothetical protein" 	PF05063.9|MT-A70[MT-A70]	.	GO:0036396;GO:0005730;GO:0001734;GO:2000221;GO:0005737;GO:0080009	.	.	.	.	.
B9J08_000147T0	B9J08_000147	B9J08_000147	 name="hypothetical protein" 	PF06127.6|DUF962[Protein of unknown function (DUF962)]	.	GO:0005783;GO:0016021;GO:0046521	.	.	.	TMH:4	.
B9J08_000148T0	B9J08_000148	B9J08_000148	 name="hypothetical protein" 	PF02516.9|STT3[Oligosaccharyl transferase STT3 subunit]	EC:2.4.1.119[Dolichyl-diphosphooligosaccharide--protein glycotransferase.]	GO:0004579;GO:0008250;GO:0006487;GO:0016021;GO:0005886;EC:2.4.1.119	ko00513[Various types of N-glycan biosynthesis];ko04141[Protein processing in endoplasmic reticulum]	.	.	TMH:12	.
B9J08_000149T0	B9J08_000149	B9J08_000149	 name="hypothetical protein" 	PF01363.16|FYVE[FYVE zinc finger]	.	GO:0046872	.	.	.	.	.
B9J08_000150T0	B9J08_000150	B9J08_000150	 name="succinate dehydrogenase%2C cytochrome b556 subunit" 	TIGR02970[succ_dehyd_cytB: succinate dehydrogenase, cytochrome b556 subunit];PF01127.17|Sdh_cyt[Succinate dehydrogenase/Fumarate reductase transmembrane subunit]	.	GO:0006099;GO:0009055;GO:0045281;EC:1.3.5.1;GO:0016021;GO:0008177;GO:0005739;GO:0005886	ko05016[Huntington's disease];ko00190[Oxidative phosphorylation];ko05010[Alzheimer's disease];ko05012[Parkinson's disease]	.	.	TMH:3	.
B9J08_000151T0	B9J08_000151	B9J08_000151	 name="hypothetical protein" 	PF13516.1|LRR_6[Leucine Rich repeat];PF13504.1|LRR_7[Leucine rich repeat]	.	.	.	.	.	.	.
B9J08_000152T0	B9J08_000152	B9J08_000152	 name="hypothetical protein" 	PF10297.4|Hap4_Hap_bind[Minimal binding motif of Hap4 for binding to Hap2/3/5]	.	GO:0003677;GO:0005634;GO:0006355	.	.	.	.	.
B9J08_000153T0	B9J08_000153	B9J08_000153	 name="hypothetical protein" 	PF08227.6|DASH_Hsk3[DASH complex subunit Hsk3 like]	.	GO:0030472;GO:0042729;GO:0008017	.	.	.	.	.
B9J08_000154T0	B9J08_000154	B9J08_000154	 name="hypothetical protein" 	PF08583.5|Cmc1[Cytochrome c oxidase biogenesis protein Cmc1 like]	.	GO:0005739	.	.	.	.	.
B9J08_000155T0	B9J08_000155	B9J08_000155	 name="hypothetical protein" 	PF08286.6|Spc24[Spc24 subunit of Ndc80]	.	GO:0005694	.	.	.	.	.
B9J08_000156T0	B9J08_000156	B9J08_000156	 name="hypothetical protein" 	PF09784.4|L31[Mitochondrial ribosomal protein L31]	.	GO:0005762;GO:0032543;GO:0003735	.	.	.	.	.
B9J08_000157T0	B9J08_000157	B9J08_000157	 name="hypothetical protein" 	PF12855.2|Ecl1[Life-span regulatory factor]	.	.	.	.	.	.	.
B9J08_000158T0	B9J08_000158	B9J08_000158	 name="hypothetical protein" 	.	.	GO:0016021	.	.	.	TMH:4	.
B9J08_000159T0	B9J08_000159	B9J08_000159	 name="hypothetical protein" 	.	.	.	.	.	.	TMH:1	.
B9J08_000160T0	B9J08_000160	B9J08_000160	 name="hypothetical protein" 	PF01480.12|PWI[PWI domain]	.	GO:0005685;GO:0003723;GO:0071004;GO:0000398	.	.	.	.	.
B9J08_000161T0	B9J08_000161	B9J08_000161	 name="hypothetical protein" 	.	.	GO:0005685;GO:0071004;GO:0000395;GO:0000243	.	.	.	.	.
B9J08_000162T0	B9J08_000162	B9J08_000162	 name="hypothetical protein" 	.	.	GO:0000113;GO:0000715;GO:0042787;GO:0031463	.	.	.	.	.
B9J08_000163T0	B9J08_000163	B9J08_000163	 name="tRNA(His) guanylyltransferase" 	PF14413.1|Thg1C[Thg1 C terminal domain];PF04446.7|Thg1[tRNAHis guanylyltransferase]	EC:2.7.7.79[tRNA(His) guanylyltransferase.]	GO:0000287;GO:0008193;GO:0005829;GO:0006400;GO:0005525	.	.	.	.	.
B9J08_000164T0	B9J08_000164	B9J08_000164	 name="multidrug resistance protein CDR1" 	PF03193.11|DUF258[Protein of unknown function, DUF258];PF00005.22|ABC_tran[ABC transporter];PF01061.19|ABC2_membrane[ABC-2 type transporter];PF06422.7|PDR_CDR[CDR ABC transporter];PF14510.1|ABC_trans_N[ABC-transporter extracellular N-terminal]	.	GO:0035690;GO:0005524;GO:0046677;GO:0046618;EC:3.6.3.44;GO:0046898;GO:0016021;GO:0008559;GO:0005886;GO:0042908;GO:0006855	.	.	.	TMH:12	.
B9J08_000165T0	B9J08_000165	B9J08_000165	 name="hypothetical protein" 	PF11976.3|Rad60-SLD[Ubiquitin-2 like Rad60 SUMO-like];PF00240.18|ubiquitin[Ubiquitin family]	.	GO:0031386;GO:0045116	.	.	.	.	.
B9J08_000166T0	B9J08_000166	B9J08_000166	 name="hypothetical protein" 	PF05843.9|Suf[Suppressor of forked protein (Suf)]	.	GO:0003688;GO:0071007;GO:0071006;GO:0000354;GO:0000785;GO:0006270;GO:0000974;GO:0071004;GO:0071008;GO:0003682	.	.	.	.	.
B9J08_000168T0	B9J08_000168	B9J08_000168	 name="hypothetical protein" 	PF08022.7|FAD_binding_8[FAD-binding domain];PF08030.7|NAD_binding_6[Ferric reductase NAD binding domain];PF01794.14|Ferric_reduct[Ferric reductase like transmembrane component]	.	GO:0016021;GO:0055114;GO:0016491	.	.	.	TMH:7	.
B9J08_000169T0	B9J08_000169	B9J08_000169	 name="hypothetical protein" 	PF02195.13|ParBc[ParB-like nuclease domain]	EC:1.8.98.2[Sulfiredoxin.]	GO:0005634;GO:0005524;GO:0055114;GO:0032542;EC:1.8.98.2;GO:0005829;GO:0034599;GO:0098869;GO:0034613	.	.	.	.	.
B9J08_000170T0	B9J08_000170	B9J08_000170	 name="hypothetical protein" 	PF03239.9|FTR1[Iron permease FTR1 family]	.	GO:0033573;GO:0000329;GO:0006897;GO:0005381	.	.	.	TMH:6	.
B9J08_000171T0	B9J08_000171	B9J08_000171	 name="serine/threonine-protein kinase BUR1" 	PF00069.20|Pkinase[Protein kinase domain];PF07714.12|Pkinase_Tyr[Protein tyrosine kinase]	EC:2.7.11.23[[RNA-polymerase]-subunit kinase.];EC:2.7.11.22[Cyclin-dependent kinase.]	GO:0005524;GO:0071467;GO:0008353;GO:0004713;GO:0004693;GO:0005634;GO:0000128;GO:0006468;GO:1900742;GO:1900430;EC:2.7.11.23;GO:0051726;EC:2.7.10;EC:2.7.11.22;GO:0009405;GO:0060257;GO:0036177	.	.	.	.	.
B9J08_000172T0	B9J08_000172	B9J08_000172	 name="hypothetical protein" 	PF07690.11|MFS_1[Major Facilitator Superfamily];PF00083.19|Sugar_tr[Sugar (and other) transporter]	.	GO:0055085;GO:0015798;GO:0016021;GO:0005365	.	.	.	TMH:12	.
B9J08_000173T0	B9J08_000173	B9J08_000173	 name="cytochrome c1%2C heme protein%2C mitochondrial" 	PF02167.10|Cytochrom_C1[Cytochrome C1 family]	.	EC:1.10.2.2;GO:0020037;GO:0008121;GO:0005750;GO:1902600;GO:0016021;GO:0045153;GO:0006122	ko05016[Huntington's disease];ko04260[Cardiac muscle contraction];ko05010[Alzheimer's disease];ko05012[Parkinson's disease]	.	.	TMH:1	.
B9J08_000174T0	B9J08_000174	B9J08_000174	 name="hypothetical protein" 	PF01053.15|Cys_Met_Meta_PP[Cys/Met metabolism PLP-dependent enzyme]	EC:4.4.1.1[Cystathionine gamma-lyase.]	GO:0004123;GO:0019346;GO:0019343;GO:0044540;GO:0042802;EC:4.4.1.1;GO:0080146;GO:0030170	ko00910[Nitrogen metabolism];ko00270[Cysteine and methionine metabolism];ko00450[Selenocompound metabolism]	.	.	.	.
B9J08_000175T0	B9J08_000175	B9J08_000175	 name="calcium-translocating P-type ATPase%2C PMCA-type" 	PF13246.1|Hydrolase_like2[Putative hydrolase of sodium-potassium ATPase alpha subunit];PF00689.16|Cation_ATPase_C[Cation transporting ATPase, C-terminus];PF00690.21|Cation_ATPase_N[Cation transporter/ATPase, N-terminus];TIGR01517[ATPase-IIB_Ca: calcium-translocating P-type ATPase, PMCA-type];PF00702.21|Hydrolase[haloacid dehalogenase-like hydrolase];PF12710.2|HAD[haloacid dehalogenase-like hydrolase];PF00122.15|E1-E2_ATPase[E1-E2 ATPase]	EC:3.6.3.8[Calcium-transporting ATPase.]	GO:0070588;GO:0046872;GO:0000329;GO:0005524;GO:0005388;GO:0016021;GO:0006874;EC:3.6.3.8	.	.	.	TMH:8	.
B9J08_000176T0	B9J08_000176	B9J08_000176	 name="hypothetical protein" 	.	.	GO:0032258;GO:0017119;GO:0005739;GO:0006891	.	.	.	.	.
B9J08_000177T0	B9J08_000177	B9J08_000177	 name="hypothetical protein" 	PF00400.27|WD40[WD domain, G-beta repeat]	.	GO:0070682;GO:0005634;GO:0006511;GO:0005829	.	.	.	.	.
B9J08_000178T0	B9J08_000178	B9J08_000178	 name="oleate-induced peroxisomal protein POX18" 	PF02036.12|SCP2[SCP-2 sterol transfer family]	.	GO:0006631;GO:0032934;GO:0005777	.	.	.	.	.
B9J08_000179T0	B9J08_000179	B9J08_000179	 name="hypothetical protein" 	.	.	GO:0005730;GO:0006355;GO:0006351	.	.	.	.	.
B9J08_000180T0	B9J08_000180	B9J08_000180	 name="hypothetical protein" 	PF14500.1|MMS19_N[Dos2-interacting transcription regulator of RNA-Pol-II];PF12460.3|MMS19_C[RNAPII transcription regulator C-terminal]	.	GO:0006357;GO:0005634;GO:0005829;GO:0006366	.	.	.	.	.
B9J08_000181T0	B9J08_000181	B9J08_000181	 name="hypothetical protein" 	PF14225.1|MOR2-PAG1_C[Cell morphogenesis C-terminal];PF14222.1|MOR2-PAG1_N[Cell morphogenesis N-terminal];PF14228.1|MOR2-PAG1_mid[Cell morphogenesis central region]	.	GO:0051716;GO:0042594;GO:0036176;GO:0044182;GO:0009607	.	.	.	.	.
B9J08_000182T0	B9J08_000182	B9J08_000182	 name="hypothetical protein" 	PF00642.19|zf-CCCH[Zinc finger C-x8-C-x5-C-x3-H type (and similar)]	.	GO:0016973;GO:0046872;GO:0005829;GO:0002181	.	.	.	.	.
B9J08_000183T0	B9J08_000183	B9J08_000183	 name="hypothetical protein" 	PF09949.4|DUF2183[Uncharacterized conserved protein (DUF2183)]	.	EC:3.1.3.4;GO:0030479;GO:0044255;GO:0030036;GO:0005794;GO:0016311;GO:0008195	.	.	.	.	.
B9J08_000184T0	B9J08_000184	B9J08_000184	 name="hypothetical protein" 	PF14604.1|SH3_9[Variant SH3 domain];PF07653.12|SH3_2[Variant SH3 domain];PF00611.18|FCH[Fes/CIP4, and EFC/F-BAR homology domain];PF00018.23|SH3_1[SH3 domain]	.	GO:0051286;GO:0043332;GO:0032153;GO:0045010;GO:0030479;GO:0006897;GO:0009651;GO:0005886;GO:0008047;GO:0043085	.	.	.	.	.
B9J08_000185T0	B9J08_000185	B9J08_000185	 name="40S ribosomal protein S7-A" 	PF01251.13|Ribosomal_S7e[Ribosomal protein S7e]	.	GO:0005840;GO:0009986;GO:0006412;GO:0003735	.	.	.	.	.
B9J08_000186T0	B9J08_000186	B9J08_000186	 name="ribose-5-phosphate isomerase" 	PF06026.9|Rib_5-P_isom_A[Ribose 5-phosphate isomerase A (phosphoriboisomerase A)];TIGR00021[rpiA: ribose 5-phosphate isomerase A]	EC:5.3.1.6[Ribose-5-phosphate isomerase.]	GO:0008615;EC:5.3.1.6;GO:0009052;GO:0042802;GO:0004751;GO:0005737	ko00710[Carbon fixation in photosynthetic organisms]	.	.	.	.
B9J08_000187T0	B9J08_000187	B9J08_000187	 name="hypothetical protein" 	PF01926.18|MMR_HSR1[50S ribosome-binding GTPase];PF08477.8|Miro[Miro-like protein];PF09439.5|SRPRB[Signal recognition particle receptor beta subunit];PF04670.7|Gtr1_RagA[Gtr1/RagA G protein conserved region];PF00025.16|Arf[ADP-ribosylation factor family];PF00071.17|Ras[Ras family]	.	GO:0007264;GO:0005622;GO:0005525	.	.	.	.	.
B9J08_000188T0	B9J08_000188	B9J08_000188	 name="pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43" 	PF00271.26|Helicase_C[Helicase conserved C-terminal domain];PF04408.18|HA2[Helicase associated domain (HA2)];PF00270.24|DEAD[DEAD/DEAH box helicase];PF07717.11|OB_NTP_bind[Oligonucleotide/oligosaccharide-binding (OB)-fold]	EC:3.6.4.13[RNA helicase.]	GO:0000462;GO:0005524;GO:0000466;GO:0003676;GO:0005684;GO:0004004;GO:0071014;GO:0000463;GO:0000390	.	.	.	.	.
B9J08_000189T0	B9J08_000189	B9J08_000189	 name="hypothetical protein" 	PF03109.11|ABC1[ABC1 family]	.	GO:0006810;GO:0036180;GO:0000329;GO:0036170;GO:0009267;GO:0044429;GO:0006744;GO:0044425;EC:3.6.1.3;GO:0000166;GO:0009405;GO:0005886;GO:0016887	.	.	.	.	.
B9J08_000190T0	B9J08_000190	B9J08_000190	 name="hypothetical protein" 	PF10334.4|DUF2421[Protein of unknown function (DUF2421)];PF13515.1|FUSC_2[Fusaric acid resistance protein-like]	.	GO:0016021	.	.	.	TMH:10	.
B9J08_000192T0	B9J08_000192	B9J08_000192	 name="DNA-directed RNA polymerase I subunit RPA2" 	PF04567.12|RNA_pol_Rpb2_5[RNA polymerase Rpb2, domain 5];PF04563.10|RNA_pol_Rpb2_1[RNA polymerase beta subunit];PF06883.7|RNA_pol_Rpa2_4[RNA polymerase I, Rpa2 specific domain];PF04565.11|RNA_pol_Rpb2_3[RNA polymerase Rpb2, domain 3];PF00562.23|RNA_pol_Rpb2_6[RNA polymerase Rpb2, domain 6];PF04560.15|RNA_pol_Rpb2_7[RNA polymerase Rpb2, domain 7];PF04561.9|RNA_pol_Rpb2_2[RNA polymerase Rpb2, domain 2]	EC:2.7.7.6[DNA-directed RNA polymerase.]	GO:0032549;GO:0003677;GO:0042790;GO:0001054;GO:0005736	ko00240[Pyrimidine metabolism];ko03020[RNA polymerase]	.	.	.	.
